"","Year","Area","Street","Street.2"
"346",2011,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield"
"347",2011,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield"
"348",2011,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield"
"349",2011,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield"
"350",2011,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield"
"351",2011,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield"
"352",2011,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield"
"353",2011,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield"
"354",2011,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield"
"355",2011,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield̴town̴centre"," Lower Parade, Sutton Coldfield town centre"
"356",2011,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield̴town̴Centre"," Lower Parade, Sutton Coldfield town Centre"
"357",2011,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield."," Lower Parade, Sutton Coldfield."
"358",2011,"Birmingham","lydham̴close","lydham close"
"359",2011,"Birmingham","Mill̴Street","Mill Street"
"360",2011,"Birmingham"," Mill̴Street,̴Sutton̴Coldfield"," Mill Street, Sutton Coldfield"
"361",2011,"Birmingham","moor̴hall̴hotel","moor hall hotel"
"362",2011,"Birmingham"," Mulberry̴Court̴Carpark,̴Kings̴Road,̴Kingstanding,̴Birmingham"," Mulberry Court Carpark, Kings Road, Kingstanding, Birmingham"
"363",2011,"Birmingham","newhall̴walk̴car̴park","newhall walk car park"
"364",2011,"Birmingham","newhall̴walk̴car̴park","newhall walk car park"
"365",2011,"Birmingham","O/S̴H/A","O/S H/A"
"366",2011,"Birmingham","O/s̴Litten̴Tree","O/s Litten Tree"
"367",2011,"Birmingham"," O/S̴Litten̴Tree,̴S/C̴Town̴Centre"," O/S Litten Tree, S/C Town Centre"
"368",2011,"Birmingham"," O/S̴MooMoo̴Bar,̴S/c̴Town̴Centre"," O/S MooMoo Bar, S/c Town Centre"
"369",2011,"Birmingham"," o/s̴moomoo̴bar,̴South̴parade"," o/s moomoo bar, South parade"
"370",2011,"Birmingham","o/s̴retro","o/s retro"
"371",2011,"Birmingham"," O/S̴Retro̴,̴South̴parade"," O/S Retro , South parade"
"372",2011,"Birmingham","O/S̴Retros","O/S Retros"
"373",2011,"Birmingham"," O/S̴Royal̴Hotel,̴Lichfield̴Road"," O/S Royal Hotel, Lichfield Road"
"374",2011,"Birmingham","o/s̴temple̴bar","o/s temple bar"
"375",2011,"Birmingham","O/S̴Temple̴Bar","O/S Temple Bar"
"376",2011,"Birmingham"," O/S̴Temple̴Bar,̴High̴Street"," O/S Temple Bar, High Street"
"377",2011,"Birmingham"," O/s̴Temple̴Bar,̴Lower̴Parade̴Sutton̴Coldfield."," O/s Temple Bar, Lower Parade Sutton Coldfield."
"378",2011,"Birmingham"," O/S̴Temple̴Bar,̴S/C̴Town̴Centre"," O/S Temple Bar, S/C Town Centre"
"379",2011,"Birmingham"," o/s̴temple̴bar,̴sutton̴coldfield,̴west̴milands"," o/s temple bar, sutton coldfield, west milands"
"380",2011,"Birmingham","o/s̴the̴hairy̴lemon","o/s the hairy lemon"
"381",2011,"Birmingham","On̴pavement̴outside̴The̴Royal̴Hotel","On pavement outside The Royal Hotel"
"382",2011,"Birmingham"," Ourtside̴Royal̴Pub,̴Lichfield̴Road,̴Sutton̴Coldfield"," Ourtside Royal Pub, Lichfield Road, Sutton Coldfield"
"383",2011,"Birmingham"," outside̴Glendale̴Tower,̴Lyndhurst̴Estate"," outside Glendale Tower, Lyndhurst Estate"
"384",2011,"Birmingham"," Outside̴Litten̴Tree̴pub,̴Birmingham̴Road,̴Sutton̴Coldfield`"," Outside Litten Tree pub, Birmingham Road, Sutton Coldfield`"
"385",2011,"Birmingham"," Outside̴Moo̴Moo̴Club,̴Town̴Centre,̴Sutton̴Coldfield"," Outside Moo Moo Club, Town Centre, Sutton Coldfield"
"386",2011,"Birmingham"," Outside̴Moo̴Moo̴night̴club,̴South̴Parade"," Outside Moo Moo night club, South Parade"
"387",2011,"Birmingham"," Outside̴Temple̴Parade,̴Lower̴Parade"," Outside Temple Parade, Lower Parade"
"388",2011,"Birmingham"," Outside̴the̴Temple̴Bar,̴Lower̴Parade,̴SC"," Outside the Temple Bar, Lower Parade, SC"
"389",2011,"Birmingham","PARADE̴.̴SUTTON̴COLDFIELD","PARADE . SUTTON COLDFIELD"
"390",2011,"Birmingham","parade̴SC","parade SC"
"391",2011,"Birmingham","parade̴sutton̴coldfield","parade sutton coldfield"
"392",2011,"Birmingham","parade̴sutton̴coldfield","parade sutton coldfield"
"393",2011,"Birmingham","PARADE̴SUTTON̴COLDFIELD","PARADE SUTTON COLDFIELD"
"394",2011,"Birmingham","parade̴sutton̴town","parade sutton town"
"395",2011,"Birmingham"," Parade,̴Sutton̴Coldfield"," Parade, Sutton Coldfield"
"396",2011,"Birmingham"," Parade,̴Sutton̴Coldfield"," Parade, Sutton Coldfield"
"397",2011,"Birmingham"," Parade,̴Sutton̴Town̴Centre"," Parade, Sutton Town Centre"
"398",2011,"Birmingham"," Parkeston̴Crescent,̴Kinsgatnding,̴B'ham"," Parkeston Crescent, Kinsgatnding, B'ham"
"399",2011,"Birmingham","PLANTS̴GROVE̴ERDINGTON","PLANTS GROVE ERDINGTON"
"400",2011,"Birmingham"," Pype̴Hayes̴Road,̴Pype̴Hayes,̴B'ham"," Pype Hayes Road, Pype Hayes, B'ham"
"401",2011,"Birmingham"," Pype̴Hayes̴Road,̴Pype̴Hayes,̴B'ham"," Pype Hayes Road, Pype Hayes, B'ham"
"402",2011,"Birmingham"," Pype̴Hayes̴Road,̴Pype̴Hayes,̴B'ham"," Pype Hayes Road, Pype Hayes, B'ham"
"403",2011,"Birmingham","queen̴street","queen street"
"404",2011,"Birmingham","queen̴street","queen street"
"405",2011,"Birmingham","queen̴street","queen street"
"406",2011,"Birmingham","queen̴street","queen street"
"407",2011,"Birmingham","Queen̴Street̴Sutton̴Coldfield̴Town̴centre","Queen Street Sutton Coldfield Town centre"
"408",2011,"Birmingham","Queslett̴Road̴East","Queslett Road East"
"409",2011,"Birmingham","REDACRE̴RD̴BOLDMERE","REDACRE RD BOLDMERE"
"410",2011,"Birmingham","RESERVOIR̴ROAD","RESERVOIR ROAD"
"411",2011,"Birmingham","Ridgeway","Ridgeway"
"412",2011,"Birmingham"," Slade̴Road,̴Erdington,̴B'ham"," Slade Road, Erdington, B'ham"
"413",2011,"Birmingham"," Slade̴Road,̴Erdington,̴B'ham"," Slade Road, Erdington, B'ham"
"414",2011,"Birmingham"," Soth̴parade,̴Sutton̴Coldfield"," Soth parade, Sutton Coldfield"
"415",2011,"Birmingham"," Soth̴parade,̴Sutton̴Coldfield"," Soth parade, Sutton Coldfield"
"416",2011,"Birmingham","south̴parade","south parade"
"417",2011,"Birmingham","SOUTH̴PARADE","SOUTH PARADE"
"418",2011,"Birmingham","SOUTH̴PARADE","SOUTH PARADE"
"419",2011,"Birmingham","South̴Parade","South Parade"
"420",2011,"Birmingham","South̴Parade","South Parade"
"421",2011,"Birmingham","South̴Parade","South Parade"
"422",2011,"Birmingham","South̴Parade","South Parade"
"423",2011,"Birmingham","SOUTH̴PARADE","SOUTH PARADE"
"424",2011,"Birmingham","South̴Parade","South Parade"
"425",2011,"Birmingham","south̴parade","south parade"
"426",2011,"Birmingham","south̴parade","south parade"
"427",2011,"Birmingham","South̴Parade","South Parade"
"428",2011,"Birmingham"," South̴Parade̴�����̴town̴centre,̴Sutton̴Coldfield"," South Parade ����� town centre, Sutton Coldfield"
"429",2011,"Birmingham","South̴Parade̴Sutton̴Coldfield","South Parade Sutton Coldfield"
"430",2011,"Birmingham","South̴parade̴Sutton̴Coldfield","South parade Sutton Coldfield"
"431",2011,"Birmingham","South̴Parade̴Sutton̴Town̴centre","South Parade Sutton Town centre"
"432",2011,"Birmingham"," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield"
"433",2011,"Birmingham"," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield"
"434",2011,"Birmingham"," South̴parade,̴Sutton̴Coldfield"," South parade, Sutton Coldfield"
"435",2011,"Birmingham"," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield"
"436",2011,"Birmingham"," South̴parade,̴Sutton̴Coldfield"," South parade, Sutton Coldfield"
"437",2011,"Birmingham"," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield"
"438",2011,"Birmingham"," South̴parade,̴Sutton̴Coldfield"," South parade, Sutton Coldfield"
"439",2011,"Birmingham"," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield"
"440",2011,"Birmingham"," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield"
"441",2011,"Birmingham"," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield"
"442",2011,"Birmingham"," South̴parade,̴Sutton̴Coldfield"," South parade, Sutton Coldfield"
"443",2011,"Birmingham"," South̴parade,̴Sutton̴Town̴Centre"," South parade, Sutton Town Centre"
"444",2011,"Birmingham"," South̴Parade,̴Town̴Centre,̴Sutton̴Coldfield"," South Parade, Town Centre, Sutton Coldfield"
"445",2011,"Birmingham","STORNAWAY̴ROAD̴CASTLE̴VALE","STORNAWAY ROAD CASTLE VALE"
"446",2011,"Birmingham","STREETLEY̴ROAD̴ERDINGTON","STREETLEY ROAD ERDINGTON"
"447",2011,"Birmingham","sumburgh̴croft","sumburgh croft"
"448",2011,"Birmingham","Sutton̴Coldfield̴Town̴Centre","Sutton Coldfield Town Centre"
"449",2011,"Birmingham","Sutton̴Coldfield̴Town̴Centre","Sutton Coldfield Town Centre"
"450",2011,"Birmingham","Sutton̴New̴Road","Sutton New Road"
"451",2011,"Birmingham","Sutton̴New̴Road̴Erdington","Sutton New Road Erdington"
"452",2011,"Birmingham","SUTTON̴NEW̴ROAD̴ERDINGTON","SUTTON NEW ROAD ERDINGTON"
"453",2011,"Birmingham","SUTTON̴NEW̴ROAD̴ERDINGTON","SUTTON NEW ROAD ERDINGTON"
"454",2011,"Birmingham"," Sutton̴New̴Road,̴Erdington,̴B'ham"," Sutton New Road, Erdington, B'ham"
"455",2011,"Birmingham","Sutton̴Parade","Sutton Parade"
"456",2011,"Birmingham","SUTTON̴PARADE","SUTTON PARADE"
"457",2011,"Birmingham","Sutton̴Parade","Sutton Parade"
"458",2011,"Birmingham","Sutton̴Town̴centre","Sutton Town centre"
"459",2011,"Birmingham","sutton̴town̴centre","sutton town centre"
"460",2011,"Birmingham","sutton̴town̴centre","sutton town centre"
"461",2011,"Birmingham","sutton̴town̴centre","sutton town centre"
"462",2011,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
"463",2011,"Birmingham","tedbury̴crescent","tedbury crescent"
"464",2011,"Birmingham"," Tesco's̴Express,̴Walsall̴Road,̴Four̴Oaks,̴Sutton̴Coldfield"," Tesco's Express, Walsall Road, Four Oaks, Sutton Coldfield"
"465",2011,"Birmingham","The̴Parade","The Parade"
"466",2011,"Birmingham","The̴Parade","The Parade"
"467",2011,"Birmingham","The̴Parade","The Parade"
"468",2011,"Birmingham","the̴parade̴sutton","the parade sutton"
"469",2011,"Birmingham","THE̴PARADE̴SUTTON̴COLDFIELD","THE PARADE SUTTON COLDFIELD"
"470",2011,"Birmingham"," The̴Parade,̴Birmingham̴Road,̴Sutton̴Coldfield"," The Parade, Birmingham Road, Sutton Coldfield"
"471",2011,"Birmingham"," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield"
"472",2011,"Birmingham"," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield"
"473",2011,"Birmingham"," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield"
"474",2011,"Birmingham"," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield"
"475",2011,"Birmingham"," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield"
"476",2011,"Birmingham"," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield"
"477",2011,"Birmingham"," The̴Parade,̴Sutton̴Town̴Centre"," The Parade, Sutton Town Centre"
"478",2011,"Birmingham","the̴parade....","the parade...."
"479",2011,"Birmingham","THE̴RIDGEWAY","THE RIDGEWAY"
"480",2011,"Birmingham","The̴Ridgeway","The Ridgeway"
"481",2011,"Birmingham","The̴Ridgeway","The Ridgeway"
"482",2011,"Birmingham","The̴Swan̴PH","The Swan PH"
"483",2011,"Birmingham","turnhouse̴road","turnhouse road"
"484",2011,"Birmingham","Upper̴Holland̴Road","Upper Holland Road"
"485",2011,"Birmingham","Victoria̴Rd","Victoria Rd"
"486",2011,"Birmingham","Victoria̴Rd","Victoria Rd"
"487",2011,"Birmingham","victoria̴rd","victoria rd"
"488",2011,"Birmingham"," Walsh̴Drive,̴Walmley,̴Sutton̴Coldfield"," Walsh Drive, Walmley, Sutton Coldfield"
"489",2011,"Birmingham","Warren̴Farm̴Rd","Warren Farm Rd"
"490",2011,"Birmingham","Warren̴Farm̴Road","Warren Farm Road"
"491",2011,"Birmingham","whitehouse̴common̴rd","whitehouse common rd"
"492",2011,"Birmingham","wilton̴Rd","wilton Rd"
"493",2011,"Birmingham"," Windsor̴House,̴Jarvis̴Road,̴Erdington"," Windsor House, Jarvis Road, Erdington"
"494",2011,"Birmingham","Witton̴Lodge̴Road","Witton Lodge Road"
"495",2011,"Birmingham"," Witton̴lodge̴Road,̴erdington"," Witton lodge Road, erdington"
"496",2011,"Birmingham","York̴Road","York Road"
"497",2011,"Birmingham","Abdon̴Ave","Abdon Ave"
"498",2011,"Birmingham","Alcester̴Road̴South","Alcester Road South"
"499",2011,"Birmingham","alvechurch̴rd","alvechurch rd"
"500",2011,"Birmingham","arden̴road","arden road"
"501",2011,"Birmingham","ardencote̴froad","ardencote froad"
"502",2011,"Birmingham","Ashley̴Close","Ashley Close"
"503",2011,"Birmingham","balti̴spice̴Bristol̴rd̴South","balti spice Bristol rd South"
"504",2011,"Birmingham","Barnes̴Hill","Barnes Hill"
"505",2011,"Birmingham","Barrow̴House","Barrow House"
"506",2011,"Birmingham","Bell̴Street","Bell Street"
"507",2011,"Birmingham","Birmingham̴New̴Street","Birmingham New Street"
"508",2011,"Birmingham","Birmingham̴New̴Street","Birmingham New Street"
"509",2011,"Birmingham","Birmingham̴New̴Street","Birmingham New Street"
"510",2011,"Birmingham"," Birmingham̴Street,̴Oldbury"," Birmingham Street, Oldbury"
"511",2011,"Birmingham","Blandford̴Road","Blandford Road"
"512",2011,"Birmingham","Bournbrook̴Road","Bournbrook Road"
"513",2011,"Birmingham","Bournville̴Front̴Office","Bournville Front Office"
"514",2011,"Birmingham","bournville̴front̴office","bournville front office"
"515",2011,"Birmingham","bournville̴lane","bournville lane"
"516",2011,"Birmingham","Bournville̴Lane","Bournville Lane"
"517",2011,"Birmingham","Bournville̴lane̴front̴office","Bournville lane front office"
"518",2011,"Birmingham","bowling̴green̴road","bowling green road"
"519",2011,"Birmingham","Bristol̴Rd","Bristol Rd"
"520",2011,"Birmingham","bristol̴rd","bristol rd"
"521",2011,"Birmingham","bristol̴rd","bristol rd"
"522",2011,"Birmingham","bristol̴rd","bristol rd"
"523",2011,"Birmingham","bristol̴rd̴selly̴oak","bristol rd selly oak"
"524",2011,"Birmingham","bristol̴rd̴south","bristol rd south"
"525",2011,"Birmingham","bristol̴rd̴south","bristol rd south"
"526",2011,"Birmingham","bristol̴rd̴sth","bristol rd sth"
"527",2011,"Birmingham"," Bristol̴Rd,̴Northfield"," Bristol Rd, Northfield"
"528",2011,"Birmingham"," Bristol̴Rd,̴Selly̴Oak"," Bristol Rd, Selly Oak"
"529",2011,"Birmingham","Bristol̴Road","Bristol Road"
"530",2011,"Birmingham","Bristol̴Road","Bristol Road"
"531",2011,"Birmingham","Bristol̴Road","Bristol Road"
"532",2011,"Birmingham","Bristol̴Road","Bristol Road"
"533",2011,"Birmingham","Bristol̴Road","Bristol Road"
"534",2011,"Birmingham","Bristol̴Road","Bristol Road"
"535",2011,"Birmingham","bristol̴road","bristol road"
"536",2011,"Birmingham","bristol̴road","bristol road"
"537",2011,"Birmingham","Bristol̴Road","Bristol Road"
"538",2011,"Birmingham","bristol̴road","bristol road"
"539",2011,"Birmingham","bristol̴road","bristol road"
"540",2011,"Birmingham","bristol̴road","bristol road"
"541",2011,"Birmingham","bristol̴road","bristol road"
"542",2011,"Birmingham","Bristol̴Road","Bristol Road"
"543",2011,"Birmingham","Bristol̴Road̴Northfield","Bristol Road Northfield"
"544",2011,"Birmingham","bristol̴road̴selly̴oak","bristol road selly oak"
"545",2011,"Birmingham","Bristol̴Road̴selly̴Oak","Bristol Road selly Oak"
"546",2011,"Birmingham","bristol̴road̴selly̴oak","bristol road selly oak"
"547",2011,"Birmingham"," Bristol̴Road̴South,̴Northfield"," Bristol Road South, Northfield"
"548",2011,"Birmingham"," Bristol̴Road̴South,̴Selly̴Oak"," Bristol Road South, Selly Oak"
"549",2011,"Birmingham"," Bristol̴Road,̴Selly̴Oak"," Bristol Road, Selly Oak"
"550",2011,"Birmingham"," Bristol̴Road,̴Selly̴Oak"," Bristol Road, Selly Oak"
"551",2011,"Birmingham"," Bristol̴Road,̴Selly̴Oak"," Bristol Road, Selly Oak"
"552",2011,"Birmingham","broad̴street","broad street"
"553",2011,"Birmingham","broad̴street","broad street"
"554",2011,"Birmingham","broad̴street","broad street"
"555",2011,"Birmingham"," Broad̴Street,̴City̴Centre"," Broad Street, City Centre"
"556",2011,"Birmingham"," Broad̴Street,̴City̴Centre"," Broad Street, City Centre"
"557",2011,"Birmingham","Brook̴lane","Brook lane"
"558",2011,"Birmingham","bunburry̴road","bunburry road"
"559",2011,"Birmingham","bunburry̴road","bunburry road"
"560",2011,"Birmingham"," Burnhill̴Grove̴,Weoley̴Castle̴,Birmingham."," Burnhill Grove ,Weoley Castle ,Birmingham."
"561",2011,"Birmingham","Car̴Park̴of̴Bournville̴lane̴P/Stn","Car Park of Bournville lane P/Stn"
"562",2011,"Birmingham"," chinbrook̴road,̴billsley"," chinbrook road, billsley"
"563",2011,"Birmingham","church̴hill̴nortthfield","church hill nortthfield"
"564",2011,"Birmingham","Church̴Road","Church Road"
"565",2011,"Birmingham"," Compton̴Road,̴Cradley̴Heath"," Compton Road, Cradley Heath"
"566",2011,"Birmingham"," Costcutters,̴Ardern̴Road"," Costcutters, Ardern Road"
"567",2011,"Birmingham","dawberry̴road","dawberry road"
"568",2011,"Birmingham","Dawlish̴Road","Dawlish Road"
"569",2011,"Birmingham","dingle̴club","dingle club"
"570",2011,"Birmingham","doddington̴road","doddington road"
"571",2011,"Birmingham","Dog̴Kennel̴Lane","Dog Kennel Lane"
"572",2011,"Birmingham","dog̴pool̴lane","dog pool lane"
"573",2011,"Birmingham","downfield̴drive","downfield drive"
"574",2011,"Birmingham","Dudley̴bus̴station","Dudley bus station"
"575",2011,"Birmingham","Dwellings̴Lane","Dwellings Lane"
"576",2011,"Birmingham","EAFO","EAFO"
"577",2011,"Birmingham","Edgbaston̴Cricket̴Ground","Edgbaston Cricket Ground"
"578",2011,"Birmingham","edgbaston̴park̴road","edgbaston park road"
"579",2011,"Birmingham","Exeter̴Rd̴/̴Hubert̴Rd","Exeter Rd / Hubert Rd"
"580",2011,"Birmingham","fordhouse̴lane","fordhouse lane"
"581",2011,"Birmingham"," Four̴ACres̴,Quinton."," Four ACres ,Quinton."
"582",2011,"Birmingham"," Frogmill̴Road,̴Frankley"," Frogmill Road, Frankley"
"583",2011,"Birmingham","genners̴lane","genners lane"
"584",2011,"Birmingham","Glastonbury̴Road","Glastonbury Road"
"585",2011,"Birmingham","great̴park̴rubery","great park rubery"
"586",2011,"Birmingham","Griffins̴Brook̴Lane","Griffins Brook Lane"
"587",2011,"Birmingham","Grosvenor̴Shopping̴Centre","Grosvenor Shopping Centre"
"588",2011,"Birmingham","hagley̴Road","hagley Road"
"589",2011,"Birmingham","hagley̴road","hagley road"
"590",2011,"Birmingham","hagley̴road","hagley road"
"591",2011,"Birmingham","Hagley̴Road","Hagley Road"
"592",2011,"Birmingham","hagley̴road","hagley road"
"593",2011,"Birmingham","Hagley̴Road","Hagley Road"
"594",2011,"Birmingham","Hagley̴Road","Hagley Road"
"595",2011,"Birmingham","Hagley̴Road","Hagley Road"
"596",2011,"Birmingham","Hagley̴Road","Hagley Road"
"597",2011,"Birmingham"," Hagley̴Road,̴Edgbaston"," Hagley Road, Edgbaston"
"598",2011,"Birmingham"," Hagley̴Road,̴Eedgbaston"," Hagley Road, Eedgbaston"
"599",2011,"Birmingham","Harborne̴Cricket̴club","Harborne Cricket club"
"600",2011,"Birmingham","Harborne̴high̴st","Harborne high st"
"601",2011,"Birmingham","Harborne̴High̴Street","Harborne High Street"
"602",2011,"Birmingham","Harborne̴High̴Street","Harborne High Street"
"603",2011,"Birmingham","Harborne̴High̴street","Harborne High street"
"604",2011,"Birmingham","Harborne̴Park̴Road","Harborne Park Road"
"605",2011,"Birmingham","Harborne̴Police̴Station","Harborne Police Station"
"606",2011,"Birmingham","Harbourne̴cricket̴club","Harbourne cricket club"
